Stack Current Sensor Value A,Stack Coolant Temp Inlet degree C,Stack Coolant Temp Outlet degree C,Air Temp Stack Outlet degree C,Air Flow Sensor kg/h,Ambient Air Temp degree C,Ambient Air Pressure kPa,Fuel Cell Total Voltage V,Stack Power kW,synth_session_id
20.7393279848237,27.852174196226994,29.485969223277152,27.788142576970515,64.4257104841751,22.668943529037463,0.959607623708295,368.81478749050905,7.64897084341872,0
19.365531217400356,27.51195369464914,28.594272188137207,28.13470155293799,66.64172518088147,22.57639042414015,0.9586577127864737,375.9554443964948,7.280576894811944,0
15.463650646117692,29.778250484817615,30.198925785424937,27.987848276281795,42.109684368403116,22.979817990306547,0.95603969908189,378.7973552391968,5.857589967092279,0
28.4380760091096,30.10603510476975,31.154665984370162,29.11215327582954,114.3466229807244,23.28198861402745,0.9589965421901422,405.38136839098013,11.528266166979552,0
18.061011082963386,30.547437571952297,30.88074940502176,28.911298162453946,0.0,22.972879480673928,0.959856925575871,374.2630588483987,6.759569253804707,0
0.0,31.68502000840671,33.16661257917835,28.9054261814347,1.3223996189673126,22.93886772207809,0.9587133512084707,304.66422067988685,0.0,0
0.0,31.67587455812979,32.920606700294066,28.895555050642056,0.0,22.682843789941575,0.958456909826097,324.2835240379825,0.0,0
0.6155295009497946,31.621851124790297,31.831134638786054,29.23555953787434,0.0,22.761294803244205,0.957444928355734,373.49133907765713,0.22989493755154083,0
0.0,30.590818752175164,31.117389792338233,27.907943681189728,0.028732372586788506,22.661055125076047,0.9603918442967085,344.9901198584214,0.0,0
0.0,31.301422865020356,30.748359752228023,27.885067317156444,0.3445511207517826,22.717151702858946,0.9637385385664324,333.55439713018285,0.0,0
0.0,31.373672143841095,30.943936210310607,27.764483524609407,0.0,22.82504465708874,0.9625572477761023,341.12120339367,0.0,0
0.0,31.0444389733951,30.85145581281751,28.113503450429192,0.0,22.619867692109434,0.9613072537759739,340.27571310174807,0.0,0
51.14700659800742,30.883071806964786,30.916005122606762,28.077925450532806,0.0,22.49563329802597,0.9613508182378621,362.32180992458797,18.531676002814894,0
58.36815306992307,31.447785946715655,31.108182149782547,28.887807943877842,123.93864347612788,22.5711010587203,0.9597347137114817,385.1719139163513,22.481773229704825,0
44.545130824581214,31.043477010414126,31.85140840691345,29.822655323110535,110.63444499591283,22.772792967000996,0.9563909736414259,383.0474660490365,17.06289948717866,0
15.728505024540022,32.27235917734011,33.95191902173191,31.46904335330693,90.6318867821922,22.652119078920094,0.9592611366210786,369.14981444342914,5.806174711281492,0
7.217808373152772,34.870887764569545,35.87421368702461,30.52988923621879,0.0,22.85195918130308,0.9580614446253357,377.8553088553444,2.727287212096331,0
15.069721847598775,35.01106096355594,36.36099916639364,31.12329300080043,27.597582071280073,22.602305269035465,0.9603093934986906,321.88286352891384,4.850685220889328,0
31.028501778397295,33.690664588638235,34.085653099553475,31.322850887054003,140.59644673296313,23.0442079036801,0.9624664294078775,408.3019002757431,12.668996238828889,0
53.378763172017486,33.1573122429734,34.05501740824168,31.153296559627925,143.82779920900978,23.12211310785265,0.9639468191804968,342.64546324558796,18.28999103455246,0
16.95776367384502,34.04773443769333,36.17085462615586,34.19853501501905,0.0,22.896931059857952,0.960129242062361,374.2040259891766,6.345663438525817,0
0.06787073950700154,37.77635919189655,38.85146635580628,33.944936349625976,0.0,22.913811507100505,0.9566656873256453,402.6518628787521,0.027328279697452686,0
0.23050845675917908,37.779723212618386,39.21481430624996,33.06401371607082,0.0,22.90558043556234,0.9601253521003239,349.1066815721612,0.08047204241351703,0
1.916535267024973,36.40398962583468,36.08654443645818,32.91919050886948,0.0,22.95141373115957,0.9601797123258268,376.0888927843641,0.7207876265576076,0
0.0,36.492917187615454,35.60977727431148,32.26884836141152,1.660275273284733,23.051742179918946,0.9613576877410523,337.67301065860136,0.0,0
0.15292128800170807,35.946716165833166,35.64299229172481,32.09077983541784,0.0,22.943249506611288,0.9599616088991983,386.7337908000313,0.0591398294029239,0
47.04021887601057,36.01693839319054,36.85692573680399,32.03292997238358,13.999390318500808,22.887904177479363,0.9601330365479214,378.813848943829,17.81948636758172,0
17.565244197701624,36.10002861866205,35.66974837603371,32.77528484826035,0.0,22.79812462934167,0.9587358784842258,370.63523770154006,6.510298458500739,0
42.570148959411064,36.03700793953992,36.940430384825106,33.47057305845855,0.0,23.16019475065124,0.9593761960337822,364.55430698627333,15.519131152200526,0
42.08223612442146,35.581425569865345,36.746565502146034,34.00248275493332,83.00102072377095,23.168049563041464,0.9610264648536303,369.84717509305875,15.563996152216347,0
20.954503742662084,37.106967669297596,37.97556923673227,35.57245144936511,75.2615919023606,23.056023703948846,0.955983032567713,412.0,8.633255541976778,0
16.72790068724213,37.47802774134985,39.35292734398286,35.48189234629455,1.5182046913627958,22.9189616305575,0.9593654228686723,382.27232252903667,6.394613446747117,0
0.0,38.816828952185595,38.987655774110955,34.55541225818366,0.0,23.074770211513165,0.9613757999359918,335.2119630312559,0.0,0
0.6914095193653212,38.1263567866562,38.924258886274515,34.83626350979933,0.0,23.094870691749307,0.963281457882011,373.00915552111275,0.2579020809377169,0
1.4275197375416984,38.14999855198121,38.09706066194634,33.740762248506265,2.5052438810233877,22.974575186858726,0.9592033271117395,374.6305202138645,0.5347924618908058,0
87.26800339043562,37.79748172894763,37.82589505176935,33.98794847962824,157.38627153425065,23.00413685439989,0.9623707395616475,347.39594284166685,30.31655031773016,0
58.090319135115024,38.88539076495327,40.210853577349,37.04679100512154,155.70801870412595,23.12317682294895,0.9633800476908359,357.46692812855855,20.76536793523719,0
96.94998959905031,39.851540872750384,41.12380323828103,38.057481616973355,227.78465463378262,23.08595386429436,0.9592292351978746,343.82411001325937,33.33374388968822,0
43.156938659455804,41.97428895921598,43.00971639051214,42.26353216900475,25.829762974508014,23.349842282312217,0.9588835829343363,412.0,17.78065872769579,0
0.5680878612338891,43.99330141334109,45.0385789579084,42.373395692327215,0.3825800233343649,23.219084618864347,0.9596358510598161,369.0006141077498,0.2096247696624632,0
0.0,44.16711703238228,45.51043647764071,41.24187193730966,0.0,23.138742169798896,0.9598360964298738,116.83576442848022,0.0,0
0.0,42.870775784277555,43.235578052566964,39.85976619644406,0.0,23.396969352670567,0.962181645335711,323.0657892167077,0.0,0
0.0,42.093349047978386,43.54988165779034,38.80449403372314,0.5224339951496378,23.41352778654809,0.9584525496409808,330.1176177302496,0.0,0
37.60741075444797,42.1267539411218,43.133007548323114,38.000690458970986,57.53129731448252,23.37899292798988,0.9630761308722109,363.30167915165055,13.662835475636788,0
58.87537627944973,43.04957234434297,42.63207713933233,39.10652988160116,77.63365082610477,23.6771388974389,0.9583984848945475,356.0387756807199,20.96191688827698,0
96.66676828756025,42.93509854438763,43.93445657428404,41.95420216357072,218.71809213592454,23.549120293850102,0.9574711501607648,337.1976510439374,32.595807200573894,0
75.50137267664988,44.04516136606886,45.574948781362984,42.66362879093695,150.23166410787448,23.606448275360858,0.9610475544231173,349.5695610298661,26.392981703728825,0
73.66908419542233,48.187935068348395,49.13207575866673,46.1705148771442,126.96071174114066,23.55623682916167,0.9624611208577384,348.69544523459075,25.68807411354734,0
46.59091837436467,48.20979621692908,49.18635104933635,46.90192130781652,103.89341331219944,23.506122760847017,0.9603573109620258,353.34342650834833,16.462594742568776,0
55.280947406681705,49.45384317120673,49.77852100101018,46.89437181639449,111.96357616672329,23.507475532336564,0.9608701687959326,355.9418450886893,19.67680241818508,0
67.85374511823379,48.75249344092344,49.836090905088284,46.98634683148548,108.24141882123142,23.710248736109016,0.9639085944760506,346.55092595841205,23.51477820047,0
44.65274646344077,49.88999815225115,51.0371877240588,48.94002527072996,71.65270159359942,23.718421762355984,0.9624893055630706,360.9991157759833,16.119601990271285,0
36.301756976578986,50.5966328349329,52.700473984183944,48.90837473612198,0.10022232476610833,23.60918966261871,0.960061850835565,364.2854283137174,13.224201088753555,0
129.7144813628525,51.23275236608196,51.681710057689365,47.6799686732667,144.3553842379393,23.858182615104027,0.959137706233636,332.14731799483366,43.084317089762294,0
74.5050467324306,51.916373123410814,54.30965801201028,50.971938133262086,133.9879100850546,23.568676671399697,0.9621901177329627,344.91789848280496,25.698124145313137,0
44.97423004515041,54.05154774550733,56.02867765454099,53.17573844797672,78.96120360290686,23.64413894094708,0.9616585678268518,388.9294301648914,17.491801663565084,0
14.25949151005575,56.84891535763834,57.860472660573514,53.06616100128032,0.9970711294633343,23.95120341309606,0.9608371533653202,376.14173010863266,5.363589807061729,0
0.0,55.91832400125554,56.576970277860696,53.23703035977516,0.13645346516311357,23.76361728830648,0.959345972628013,293.00109139113914,0.0,0
62.426561209182644,55.30579752635666,55.21308783922362,51.817863744419995,53.25882345415676,23.76777104450302,0.9598472207274663,230.54716459379432,14.392266682118006,0
115.95042988330307,54.1735583526215,55.82887044694576,51.68048538022055,93.85014582929922,23.81373385477677,0.9597049608707638,325.02292752438814,37.68654816838246,0
130.20875959500347,55.97211948558526,58.46517111146763,55.9385375052555,129.63798433839025,23.59596625068786,0.9593792624328373,326.7031110579165,42.53960684667997,0
75.08944633669091,59.1919534798691,61.21482752442336,57.84644084536283,107.3126029354032,23.860620663352996,0.958797703726808,337.97414440463575,25.378291379460922,0
63.989451332435976,58.19747502000947,62.79796453639818,59.872416254198065,63.4065000589594,23.955510565345115,0.9605303972718966,343.962816938366,22.009991934645157,0
69.541693438377,58.90214362082832,63.82113207571713,59.052937429520284,57.66920581523877,23.90966390424523,0.9587073694084612,333.14657639000245,23.167577085358392,0
